STATION CODE,year,LOCATIONS,STATE,Temp,D.O.,PH,CONDUCTIVITY,B.O.D.,NITRATE,FECAL COLIFORM,TOTAL COLIFORM,Potability,WQI
2284,2014,R NEYYAR AT ARUVIPURAM,KERALA,25.3,7.2,7,59,0.6,0,165,433,1,44.66637478
2284,2013,R NEYYAR AT ARUVIPURAM,KERALA,26.2,6.9,7.2,42,0.5,0.18,151,774,1,48.49373965
2284,2012,R NEYYAR AT ARUVIPURAM,KERALA,29,7,7.3,60,0.8,0.18,631,1813,1,63.2447927
2284,2011,R NEYYAR AT ARUVIPURAM,KERALA,27.3,7.6,7.2,59,0.6,0.65,463,1163,1,53.08834696
2284,2010,R NEYYAR AT ARUVIPURAM,NAN,26.4,7.4,6.7,55,0.7,0.51,281,1088,1,42.18858887
2284,2009,NAN,R NEYYAR AT ARUVIPURAM,26,6.6,6.7,72,0.7,0.32,463,1655,1,50.15057252
2284,2008,R NEYYAR AT ARUVIPURAM,NAN,27,7.1,6.8,89,1.2,0.4,620,1600,1,57.38422174
2285,2014,R MAMOM AT MAMOM BRIDGE,KERALA,25.3,6.8,7.1,81,0.8,0,389,1268,1,55.23606261
2285,2013,R MAMOM AT MAMOM BRIDGE,KERALA,26.5,6.2,7.2,51,0.8,0.23,331,942,1,58.54372835
2285,2012,R MAMOM AT MAMOM BRIDGE,KERALA,29,7.3,7.3,99,0.9,0.23,1088,1788,1,72.79935183
2285,2011,R MAMOM AT MAMOM BRIDGE,KERALA,28.5,7.8,7.1,119,0.7,0.87,875,1725,1,60.56070904
2285,2010,R MAMOM AT MAMOM BRIDGE,NAN,27.1,7,6.8,103,0.7,0.43,225,640,1,44.5075927
2285,2009,NAN,R MAMOM AT MAMOM BRIDGE,26,6.4,6.7,122,0.7,0.34,343,1630,1,48.47018243
2285,2008,R MAMOM AT MAMOM BRIDGE,NAN,27,6.4,6.7,110,0.5,0.2,1400,3200,1,70.37469043
2286,2014,R AYROOR AT AYROOR BRIDGE,KERALA,25.2,6.3,6.9,73,1.6,0,787,2008,1,70.20793739
2286,2013,R AYROOR AT AYROOR BRIDGE,KERALA,26.6,6.7,7.3,51,0.8,0.35,547,1567,1,62.80900957
2286,2012,R AYROOR AT AYROOR BRIDGE,KERALA,29,6.7,7.3,89,1.1,0.35,1163,2025,1,79.18732957
2286,2011,R AYROOR AT AYROOR BRIDGE,KERALA,29.3,6.3,6.9,95,1.3,0.99,750,1325,1,66.78404939
2286,2010,R AYROOR AT AYROOR BRIDGE,NAN,26.9,5.3,6.9,109,1.3,0.66,305,685,1,61.55775496
2286,2009,NAN,R AYROOR AT AYROOR BRIDGE,26,5.4,6.6,102,0.9,0.26,240,1913,1,51.081268
2286,2008,R AYROOR AT AYROOR BRIDGE,NAN,27,3.5,6.9,105,0.7,0.15,265,800,1,63.94617217
2287,2014,R ITHIKKARA AT ITHIKKARA,KERALA,23.6,6.1,7.4,4429,2,1.6,243,550,1,72.3209513
2287,2013,R ITHIKKARA AT ITHIKKARA,KERALA,23.6,6.2,7.2,7448,2,1.01,184,483,1,67.59729235
2287,2012,R ITHIKKARA AT ITHIKKARA,KERALA,25,6.6,7.2,1348,0.8,1.01,392,810,1,58.37728452
2287,2011,R ITHIKKARA AT ITHIKKARA,KERALA,26.5,6.1,7,248,0.8,0.66,500,1150,1,59.4614393
2287,2010,R ITHIKKARA AT ITHIKKARA,NAN,28.6,6.3,7,1392,0.7,0.85,230,535,1,51.80083739
2287,2009,NAN,R ITHIKKARA AT ITHIKKARA,27,6.2,7,5656,0.9,1.05,162,289,1,53.47284435
2287,2008,R ITHIKKARA AT ITHIKKARA,NAN,28,7.4,7.3,155,0.8,1.2,570,920,1,59.99752087
2288,2014,R PALLICKAL AT NELLIMUKAL,KERALA,25.8,6,7.6,120,1.3,1.1,212,523,1,68.34021826
2288,2013,R PALLICKAL AT NELLIMUKAL,KERALA,25.1,6,7.3,92,1.7,0.56,256,597,1,67.54926626
2288,2012,R PALLICKAL AT NELLIMUKAL,KERALA,26,6.3,7.2,97,0.8,0.56,357,880,1,58.69866539
2288,2011,R PALLICKAL AT NELLIMUKAL,KERALA,27.9,6.4,6.8,83,0.5,0.42,175,575,1,44.49804643
2288,2010,PALLICKAL AT NELLIMUKAL,NAN,27.9,6.7,7,71,0.5,0.29,208,433,1,47.19662157
2288,2009,NAN,R PALLICKAL AT NELLIMUKAL,27,6.9,7.1,71,0.5,0.26,125,246,1,46.08910365
2288,2008,R PALLICKAL AT NELLIMUKAL,NAN,28,6.8,6.9,77,0.9,1.8,215,470,1,48.98166261
2289,2014,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,28.9,6.4,7.2,63,1.3,0.4,121,535,1,57.31311043
2289,2013,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,30,6.1,7,59,1.8,0.58,89,282,1,58.9820553
2289,2012,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,29,6.1,6.8,67,1.1,0.58,80,394,1,49.1411553
2289,2011,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,27.9,6.4,6.5,58,1.3,0.34,255,960,1,48.20310243
2289,2010,R KARUVANNURR AT KARUVANNUR BRIDGE,NAN,28.4,6,6.4,57,1.4,0.61,193,303,1,47.81482626
2289,2009,NAN,R KARUVANNURR AT KARUVANNUR BRIDGE,28,6.7,6.5,55,0.9,0.6,265,500,1,43.38934957
2289,2008,R KARUVANNURR AT KARUVANNUR BDG.,NAN,27,5.5,6.5,75,1.9,0.1,1300,2100,1,81.14589304
2290,2014,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.1,4.3,7.2,113,1.8,0.4,188,796,1,73.39105652
2290,2013,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.7,5.3,6.8,99,2.8,0.79,106,523,1,68.68959896
2290,2012,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29,4.9,6.6,169,2.1,0.76,250,1241,1,64.29540278
2290,2011,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,28.4,4.5,6.5,77,1.1,0.34,400,2675,1,59.15933461
2290,2010,PUZHACKAL AT PUZHACKAL BRIDGE,NAN,29,4.2,6.6,93,1.7,0.56,253,385,1,63.94411148
2290,2009,NAN,R PUZHACKAL AT PUZHACKAL BRIDGE,28,5.7,6.7,127,1.9,0.35,221,473,1,59.51251913
2290,2008,R PUZHACKAL AT PUZHACKAL BRIDGE,NAN,31,5.4,6.5,102,4,0.1,320,680,1,78.25172
2291,2014,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,29.3,5.6,7.3,90,1.6,0.4,268,705,1,68.84544609
2291,2013,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,30.1,6.3,7,105,2.8,0.37,142,543,1,68.06939339
2291,2012,KEECHERI AT VADAKKANCHERY BDG,KERALA,30,5.2,6.9,81,1.5,0.37,71,465,1,58.52620991
2291,2011,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,28.6,5.4,6.6,80,1.6,0.27,335,775,1,59.123936
2291,2010,R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,28.8,5.1,6.7,88,1.9,0.63,405,713,1,66.56476487
2291,2009,NAN,R KEECHERI AT VADAKKANCHERY BRIDGE,28,6,6.9,77,1.8,0.61,290,500,1,62.22706626
2291,2008,R KEECHERI AT VADAKKANCHERY BRIDGE,NAN,30,4.8,6.8,90,1.1,0.1,730,1090,1,69.82400174
2292,2014,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,31,4.5,6.9,1614,2.1,0.6,131,230,1,68.86184261
2292,2013,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,30,4.9,6.8,9107,1.6,1,208,614,1,64.28885478
2292,2012,THIRUR AT THALAKKADATHUR BDG,KERALA,29,4.5,6.6,6381,2.1,0.34,196,435,1,66.13301461
2292,2011,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,28,4.6,6.9,98,0.6,0.11,168,348,1,55.51646365
2292,2010,R THIRUR AT THALAKKADATHUR BRIDGE,NAN,27.8,5.3,6.4,4912,1.1,0.11,345,788,1,52.96243496
2292,2009,NAN,R THIRUR AT THALAKKADATHUR BRIDGE,28,5.2,6.1,4968,1.1,0.14,235,820,1,45.82978591
2292,2008,R THIRUR AT THALAKKADATHUR BRIDGE,NAN,28,5.8,6.3,87,0.7,0.1,633,1500,1,50.73817217
2293,2014,R KADALUNDI AT HAJIRAPPALLY,KERALA,30.7,6.9,6.8,85,1.6,0.2,82,206,1,49.65047565
2293,2013,R KADALUNDI AT HAJIRAPPALLY,KERALA,30.2,6.8,7,72,1.7,0.2,249,785,1,58.30398261
2293,2012,R KADALUNDI AT HAJIRAPPALLY,KERALA,29,6.6,6.8,78,1,0.2,275,626,1,50.13869652
2293,2011,R KADALUNDI AT HAJIRAPPALLY,KERALA,28.8,6.5,7.5,76,0.8,0.08,275,585,1,60.96830748
2293,2010,R KADALUNDI AT HAJIRAPPALLY,NAN,28.5,6.9,7,84,0.9,0.08,300,803,1,51.85137965
2293,2009,NAN,R KADALUNDI AT HAJIRAPPALLY,28,7.4,6.4,78,1.2,0.12,280,720,1,41.23183687
2293,2008,R KADALUNDI AT HAJIRAPPALLY,NAN,27,7.3,6.6,57,0.4,0.25,297,883,1,38.53584783
2294,2014,R KALLAI AT KALLAI BRIDGE,KERALA,26.3,3.7,7.7,32005,1.2,0.9,40000,60392,0,979.7173383
2294,2013,R KALLAI AT KALLAI BRIDGE,KERALA,27.4,3.6,7.3,32790,2.6,0.59,64259,112867,0,1533.427317
2294,2012,R KALLAI AT KALLAI BRIDGE,KERALA,26,3.9,7.6,30298,2.5,0.59,4830,7240,0,199.1397763
2294,2011,R KALLAI AT KALLAI BRIDGE,KERALA,25.5,4,7.5,25964,1.1,0.76,945,1588,1,96.50792539
2294,2010,R KALLAI AT KALLAI BRIDGE,NAN,26,2.8,7.4,18256,1.6,0.47,1050,2300,0,105.6952769
2294,2009,NAN,R KALLAI AT KALLAI BRIDGE,27,3.5,7.3,20430,1.3,0.62,560,1290,1,87.39266817
2294,2008,R KALLAI AT KALLAI BRIDGE,NAN,28,5.8,7.5,18291,0.8,0.25,435,1000,1,72.00397217
2295,2014,R CORAPUZHA AT KANAYANKODE,KERALA,26.9,5.9,7.4,17990,0.7,0.5,1888,2803,0,101.3926252
2295,2013,R CORAPUZHA AT KANAYANKODE,KERALA,27.4,6.1,7.2,15871,0.9,0.25,1667,2975,1,93.3672113
2295,2012,R CORAPUZHA AT KANAYANKODE,KERALA,26,6.1,7.5,14083,1.4,0.25,920,2686,1,86.0355713
2295,2011,R CORAPUZHA AT KANAYANKODE,KERALA,26,5.6,7,12769,1.2,0.41,725,1650,1,73.19559409
2295,2010,CORAPUZHA AT KANAYANKODE,NAN,26.5,5.3,7.2,9753,0.9,0.26,1600,2650,1,94.31971496
2295,2009,NAN,R CORAPUZHA AT KANAYANKODE,27,6,7.1,13257,1.1,0.14,750,1465,1,72.68807026
2295,2008,R CORAPUZHA AT KANAYANKODE,NAN,28,6.2,6.7,2497,0.5,0.15,510,1100,1,51.72116435
2296,2014,R THALLASSERY AT PATHIPPALAM,KERALA,26.6,5.8,6.5,61,1,0.4,70,151,1,44.18001217
2296,2013,R THALLASSERY AT PATHIPPALAM,KERALA,26.4,6,6.6,67,1.5,3.69,168,398,1,52.24877026
2296,2012,THALLASSERY AT PATHIPPALAM,KERALA,26,6.6,6.7,69,0.8,0.38,185,464,1,44.64110052
2296,2011,R THALLASSERY AT PATHIPPALAM,KERALA,25.9,6.5,6.8,58,0.5,0.24,303,1026,1,46.90405548
2296,2010,R THALLASSERY AT PATHIPPALAM,NAN,28.4,6.5,5.8,67,0.4,0.54,123,520,1,24.63055548
2296,2009,NAN,R THALLASSERY AT PATHIPPALAM,28,6.4,6.1,62,0.7,0.28,213,425,1,34.89107443
2296,2008,R THALLASSERY AT PATHIPPALAM,NAN,27,7.3,6.1,45,0.7,0.2,150,1050,1,29.28700783
2297,2014,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.3,6.7,6.9,56,0.9,0.2,82,172,1,46.13838957
2297,2013,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.4,6.7,6.6,60,1.2,0.34,228,435,1,46.89888157
2297,2012,ANCHARAKANDY AT MERUVAMBA,KERALA,26,7.1,7,67,1,0.34,170,538,1,48.89053374
2297,2011,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.6,6.9,7.1,52,0.8,0.18,46,520,1,47.03915965
2297,2010,ANCHARAKANDY AT MERUVAMBA,NAN,28.1,6.9,6.1,86,0.6,0.49,73,183,1,28.49980765
2297,2009,NAN,R ANCHARAKANDY AT MERUVAMBA,27,6.6,6.3,59,1,0.16,248,385,1,40.79692452
2297,2008,R ANCHARAKANDY AT MERUVAMBA,NAN,27,7.6,6.3,39,0.5,0.2,1040,2588,1,49.55138696
2298,2014,R KUPPAM AT RAYAROM,KERALA,26.9,7.4,6.9,57,1.1,0.3,70,159,1,44.29302087
2298,2013,R KUPPAM AT RAYAROM,KERALA,26,7.8,6.8,49,1.4,0.3,122,319,1,44.47091304
2298,2012,R KUPPAM AT RAYAROM,KERALA,25,7.9,7.2,50,1.1,0.3,319,845,1,52.74786609
2298,2011,R KUPPAM AT RAYAROM,KERALA,26.1,7.7,7.2,44,1,0.28,29,148,1,46.257244
2298,2010,R KUPPAM AT RAYAROM,NAN,26.8,7,6.6,59,0.8,0.42,123,418,1,39.6061047
2298,2009,NAN,R KUPPAM AT RAYAROM,27,7.1,6.4,59,0.9,0.13,178,275,1,37.66518574
2298,2008,R KUPPAM AT RAYAROM,NAN,25,7.7,6.6,31,0.3,0.15,490,1300,1,40.05794
2299,2014,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.7,4.6,6.7,12561,1.5,0.6,72,171,1,60.68901565
2299,2013,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.2,3.6,6.5,22131,1.8,0.95,105,261,1,67.60686522
2299,2012,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28,4.2,6.5,19575,1.4,0.39,210,528,1,62.88625548
2299,2011,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.8,4,7,19279,0.9,0.03,98,233,1,65.42636139
2299,2010,RAMAPURAM AT RAMAPURAM BRIDGE,NAN,28.6,5.6,6.4,7904,1,0.4,165,278,1,47.25908609
2299,2009,NAN,R RAMAPURAM AT RAMAPURAM BRIDGE,28,6.4,7.1,7035,0.8,0.19,110,195,1,52.32572243
2299,2008,R RAMAPURAM AT RAMAPURAM BRIDGE,NAN,28,5.4,5.9,595,0.8,0.1,570,1375,1,45.29568
2300,2014,R PERUVAMBA AT CHANDAPPURA,KERALA,27.3,6.5,6.5,43,0.9,0.4,87,188,1,40.30708348
2300,2013,R PERUVAMBA AT CHANDAPPURA,KERALA,26.7,6.4,6.4,45,1.2,1,142,376,1,43.08315043
2300,2012,PERUVAMBA AT CHANDAPPURA,KERALA,26,6.9,6.6,56,1.1,0.3,177,542,1,43.93919565
2300,2011,R PERUVAMBA AT CHANDAPPURA,KERALA,27,6.8,6.9,52,0.9,0.45,39,198,1,44.76104261
2300,2010,PERUVAMBA AT CHANDAPPURA,NAN,28.1,6.8,6,55,0.5,0.25,590,910,1,37.89128261
2300,2009,NAN,R PERUVAMBA AT CHANDAPPURA,28,7.3,6.2,51,0.9,0.21,195,340,1,33.63499583
2300,2008,R PERUVAMBA AT CHANDAPPURA,NAN,28,7.4,6.1,30,0.9,0.3,690,1050,1,42.52670087
2301,2014,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.8,5.4,6.7,65,1.1,0.3,60,144,1,50.22022
2301,2013,R KAVVAI AT KUTTIYOL PALAM,KERALA,28,6,6.4,61,2.1,0.28,87,300,1,51.60390226
2301,2012,R KAVVAI AT KUTTIYOL PALAM,KERALA,27,7,6.7,61,1.3,0.28,168,248,1,46.6980927
2301,2011,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.1,6.3,6.8,77,1.2,0.16,73,208,1,48.78810539
2301,2010,R KAVVAI AT KUTTIYOL PALAM,NAN,29,6,5.9,105,1,0.63,73,195,1,32.93276226
2301,2009,NAN,R KAVVAI AT KUTTIYOL PALAM,29,6.8,6.5,80,0.8,0.26,53,100,1,37.18845061
2301,2008,R KAVVAI AT KUTTIYOL PALAM,NAN,28,6.6,5.9,37,0.7,0.1,540,1725,1,37.92867652
2302,2014,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,30.2,7.1,6.8,14410,1.8,0.1,65,468,1,53.27246174
2302,2013,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,30.3,6.3,6.7,2315,1.3,0.17,55,278,1,48.04923339
2302,2012,NEELASWARAM AT NAMBIARKAL ,KERALA,28,7,6.9,3453,0.9,0.17,56,278,1,44.8852847
2302,2011,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,29.3,6.7,6.9,2531,0.5,0.22,308,465,1,48.20508557
2302,2010,NEELASWARAM AT NAMBIARKAL DAM,NAN,28.8,6.3,7,2759,1.4,0.22,963,1400,1,74.56359339
2302,2009,NAN,R NEELASWARAM AT NAMBIARKAL DAM,28,6.4,6.7,3131,2.2,0.12,820,1055,1,72.78206643
2302,2008,R NEELASWARAM AT NAMBIARKAL DAM,NAN,28,6.5,6.5,1135,0.7,0.25,850,1850,1,55.97534348
2303,2014,R PULLUR AT PULLUR BR.,KERALA,28.3,6.7,6.3,54,0.9,0.1,136,610,1,36.99202957
2303,2013,R PULLUR AT PULLUR BR.,KERALA,28,6,6.1,56,1.2,0,136,438,1,39.48615826
2303,2012,R PULLUR AT PULLUR BR.,KERALA,28,6.5,6.3,49,1,0.22,87,323,1,37.71587948
2303,2011,R PULLUR AT PULLUR BR.,KERALA,27.8,6.2,6.6,44,0.7,0.21,715,1630,1,55.87481235
2303,2009,NAN,R PULLUR AT PULLUR BR.,27,5.8,6.5,59,1.5,0.13,1800,2788,1,87.36557617
2303,2008,R PULLUR AT PULLUR BR.,NAN,27,7.2,5.9,39,0.8,0.55,440,1500,1,33.75685478
2304,2014,R MOGRAL AT MOGRAL BR.,KERALA,30,5.6,7.2,24360,2.1,0.3,92,447,1,72.90880609
2304,2013,R MOGRAL AT MOGRAL BR.,KERALA,30.9,5.9,7,22576,1.5,0.35,42,253,1,61.15202522
2304,2012,R MOGRAL AT MOGRAL BR.,KERALA,29,5.7,7.3,13197,1.5,0.35,46,144,1,65.32323913
2304,2011,R MOGRAL AT MOGRAL BR.,KERALA,28.5,5.6,7.1,20455,0.6,0.58,433,675,1,64.67707009
2304,2009,NAN,R MOGRAL AT MOGRAL BR.,28,5.2,7.2,19885,1.2,0.18,843,2275,1,82.85749791
2304,2008,R MOGRAL AT MOGRAL BR.,NAN,29,6.3,6.5,925,1.1,0.3,830,1550,1,59.93395739
2305,2014,R SHRIYA AT ANGADIMOGARU,KERALA,28.5,7.7,6.9,61,1.6,0,88,554,1,47.7023
2305,2013,R SHRIYA AT ANGADIMOGARU,KERALA,28.9,6.9,6.7,66,1.8,0,93,205,1,49.88421565
2305,2012,R SHRIYA AT ANGADIMOGARU,KERALA,28,6.9,7.1,63,0.9,0.16,152,336,1,50.22496365
2305,2011,R SHRIYA AT ANGADIMOGARU,KERALA,28.8,7,7.4,69,1,0.12,230,660,1,57.6256047
2305,2009,NAN,R SHRIYA AT ANGADIMOGARU,27,7.7,6.8,67,0.9,0.08,1740,2257,1,76.670824
2305,2008,R SHRIYA AT ANGADIMOGARU,NAN,27,7.6,6.6,50,0.6,0.25,1660,3000,1,69.44948696
2306,2014,R UPPALA AT  UPPALA BR.,KERALA,30.5,6.9,7.2,20950,1.3,0.2,113,643,1,59.31041565
2306,2013,R UPPALA AT  UPPALA BR.,KERALA,30.8,6.3,7,18931,1.4,1,34,201,1,57.48025739
2306,2012,R UPPALA AT  UPPALA BR.,KERALA,29,6.2,7.2,9326,1.3,0.22,61,141,1,58.86504035
2306,2011,R UPPALA AT  UPPALA BR.,KERALA,28.5,6.6,7.3,12327,0.6,0.71,1326,2210,1,81.64862452
2306,2009,NAN,R UPPALA AT  UPPALA BR.,28,5.7,7.2,19085,1.4,0.09,1845,2785,0,104.2851511
2306,2008,R UPPALA AT  UPPALA BR.,NAN,27,7.3,6.5,64,1.4,0.5,1280,2850,1,67.85962783
2307,2014,R MANJESWAR AT BAJRAKKARA BR.,KERALA,29,7.3,6.9,96,1.9,0.2,89,825,1,52.41102783
2307,2013,R MANJESWAR AT BAJRAKKARA BR.,KERALA,29.3,7.6,6.8,79,1.6,0.31,48,109,1,45.53045496
2307,2012,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28,7.1,7.2,85,0.8,0.31,67,184,1,48.23600974
2307,2011,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28,6,7.2,92,0.7,0.38,765,1390,1,68.34920226
2307,2009,NAN,R MANJESWAR AT BAJRAKKARA BR.,25,6.7,6.3,177,1.2,0.2,1583,2807,1,72.15640957
2307,2008,R MANJESWAR AT BAJRAKKARA BR.,NAN,27,7.5,7,74,0.8,0.1,1400,2800,1,72.83073391
2319,2014,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.5,6.5,6.7,2240,1.2,0.2,136,304,1,47.98708348
2319,2013,R ANCHARAKANDY AT MERUVAMBA,KERALA,27,7,6.6,3544,1.5,0.37,208,435,1,48.4416047
2319,2012,ANCHARAKANDY AT MERUVAMBA,KERALA,26,7,6.7,5341,1.1,0.37,158,528,1,45.9476047
2319,2011,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.8,7.2,7,830,0.8,0.16,94,654,1,45.11740278
2319,2009,NAN,R ANCHARAKANDY AT MERUVAMBA,28,6.4,6.4,4165,1.2,0.13,168,303,1,44.37687443
2326,2014,R KORAYAR AT KANJIKODE,KERALA,29.5,7.1,8,728,1.2,0.4,374,697,1,72.72154174
2326,2013,R KORAYAR AT KANJIKODE,KERALA,27.9,6.9,8.1,502,0.9,0.72,382,615,1,72.93613165
2326,2012,R KORAYAR AT KANJIKODE,KERALA,27,6.1,8,510,1.1,0.72,784,1572,1,85.9157273
2326,2011,R KORAYAR AT KANJIKODE,KERALA,25.3,5.8,7.8,666,1,0.24,993,1650,1,87.57770417
2326,2009,NAN,R KORAYAR AT KANJIKODE,27,6.2,7.6,498,0.4,0.28,613,1400,1,68.38806835
2326,2008,R KORAYAR AT KANJIKODE,NAN,26,4.4,7.3,428,0.4,0.15,285,1090,1,64.48164957
2331,2014,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,29.9,7,7.4,130,0.7,0.1,301,590,1,56.5331887
2331,2013,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.6,6.9,7.7,107,0.7,0.46,255,443,1,61.23912365
2331,2012,BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28,6.2,7.3,136,1,0.46,296,676,1,61.28207235
2331,2011,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,25.4,7.2,7.4,164,0.9,0.46,1325,2225,1,80.40984278
2331,2009,NAN,R BHARATHAPUZHA AT KUTTIPPURAM,27,6.8,7.5,119,0.4,0.18,478,918,1,60.57294661
2331,2008,R BHARATHAPUZHA AT KUTTIPPURAM,NAN,27,6.8,7,169,0.4,0.25,255,560,1,46.91066261
2332,2014,R BHARATHAPUZHA AT PATTAMBI,KERALA,29.8,6.6,7.7,191,1.6,0.2,362,661,1,73.02915652
2332,2013,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.8,6.7,7.9,173,0.9,0.56,191,426,1,66.05975757
2332,2012,R BHARATHAPUZHA AT PATTAMBI,KERALA,28,7.1,8.1,212,0.9,0.56,524,992,1,75.09980974
2332,2011,R BHARATHAPUZHA AT PATTAMBI,KERALA,25.5,6.9,7.5,231,0.8,0.55,1000,1725,1,75.44385565
2332,2009,NAN,R BHARATHAPUZHA AT PATTAMBI,27,7.1,7.6,161,0.5,0.19,710,1675,1,67.05583374
2333,2014,RIVER PERIYAR AT MUPPATHADAM,KERALA,28.2,6.2,6.9,86,1.3,0.2,372,1007,1,58.68392435
2333,2013,RIVER PERIYAR AT MUPPATHADAM,KERALA,28.2,6.4,7.2,49,1.4,0.23,362,1357,1,63.66871443
2333,2012,PERIYAR AT MUPPATHADAM,KERALA,28,6.8,6.9,114,1.4,0.23,388,1785,1,57.21942661
2333,2011,RIVER PERIYAR AT MUPPATHADAM,KERALA,27.4,7.1,7.3,48,1.5,0.36,595,1775,1,68.18892974
2333,2009,NAN,RIVER PERIYAR AT MUPPATHADAM,28,5.9,6.7,70,1.7,0.5,74,428,1,53.53832522
2333,2008,RIVER PERIYAR AT MUPPATHADAM,NAN,27,6.3,6.3,115,0.9,0.5,455,2865,1,46.55451739
2334,2014,RIVER PERIYAR AT PATHALAM,KERALA,28,5.7,6.8,2640,1.9,0.5,385,759,1,65.51821913
2334,2013,RIVER PERIYAR AT PATHALAM,KERALA,27.9,5.9,7,3272,2.2,0.62,330,1284,1,69.74630122
2334,2012,RIVER PERIYAR AT PATHALAM,KERALA,28,5.9,6.8,1108,2.2,0.62,386,1520,1,67.08774122
2334,2011,RIVER PERIYAR AT PATHALAM,KERALA,27,6.2,6.8,309,1.6,0.39,1129,2725,1,76.79763635
2334,2009,NAN,RIVER PERIYAR AT PATHALAM,28,5.8,6.5,864,1.5,0.37,199,876,1,51.78716817
2334,2008,RIVER PERIYAR AT PATHALAM,NAN,28,6.8,6.7,183,1.3,0.28,358,1748,1,52.21610661
2335,2014,R PERIYAR AT KALAMASSERY,KERALA,28.1,5.7,6.9,53,3.1,0.4,574,1205,1,81.56281913
2335,2013,R PERIYAR AT KALAMASSERY,KERALA,27.3,4.6,7,65,1.7,0.28,631,1937,1,77.59773965
2335,2012,R PERIYAR AT KALAMASSERY,KERALA,28,4.9,6.7,88,2.2,0.28,480,2200,1,72.09829878
2335,2011,R PERIYAR AT KALAMASSERY,KERALA,27.4,5.2,6.8,61,1.8,0.33,1123,2650,1,83.16343791
2335,2009,NAN,R PERIYAR AT KALAMASSERY,29,4.7,6.6,69,1.8,0.26,234,1083,1,62.0932167
2335,2008,R PERIYAR AT KALAMASSERY,NAN,28,5.1,6.8,52,1.6,0.22,555,1680,1,69.08429687
2336,2014,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.1,6.6,7.1,2007,1.3,0.2,356,785,1,60.25175652
2336,2013,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.2,6.5,6.9,4650,2,1,340,1573,1,64.01590348
2336,2012,R PERIYAR AT PURAPPALLIKAVU,KERALA,28,6.8,6.9,1686,1.4,0.25,236,1223,1,54.08636261
2336,2011,R PERIYAR AT PURAPPALLIKAVU,KERALA,27.3,6.8,6.9,995,1.1,0.24,349,1258,1,53.78177461
2336,2009,NAN,R PERIYAR AT PURAPPALLIKAVU,28,6.5,6.6,1204,1.2,0.24,175,689,1,46.97763548
2336,2008,R PERIYAR AT PURAPPALLIKAVU,NAN,28,7.2,6.7,455,1.1,0.28,245,753,1,45.86499878
2337,2014,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28.7,2.1,6.8,101,1.6,0.8,431,694,1,80.68450957
2337,2013,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28.2,2.9,6.7,305,2.2,1.28,403,1623,1,80.13593791
2337,2012,KADAMBAYAR AT BRAHMAPURAM,KERALA,28,0.6,6.7,268,4.1,1.28,400,1308,0,107.8759979
2337,2011,R KADAMBAYAR AT BRAHMAPURAM,KERALA,26.7,1.5,6.6,192,3.6,0.92,881,2978,0,108.2941473
2337,2009,NAN,R KADAMBAYAR AT BRAHMAPURAM,28,1.4,6.2,129,2.2,0.48,351,882,1,77.16386226
