STATION CODE,year,LOCATIONS,STATE,Temp,D.O.,PH,CONDUCTIVITY,B.O.D.,NITRATE,FECAL COLIFORM,TOTAL COLIFORM,Potability,WQI
2337,2008,R KADAMBAYAR AT BRAHMAPURAM,NAN,29,1.7,6.2,181,3,0.45,672,2208,1,90.19355739
2338,2014,R KADAMBAYAR AT MANCKAKADAVU,KERALA,28.2,2.5,6.9,83,1.9,0.3,353,656,1,81.31724174
2338,2013,R KADAMBAYAR AT MANCKAKADAVU,KERALA,27.7,3,6.6,86,2,0.39,357,1319,1,74.84163896
2338,2012,KADAMBAYAR AT MANCKAKADAVU,KERALA,27,1.8,6.6,82,2,0.39,399,1410,1,81.56202243
2338,2011,R KADAMBAYAR AT MANCKAKADAVU,KERALA,26.4,2,6.8,79,2.4,0.2,456,1275,1,88.80459652
2338,2009,NAN,R KADAMBAYAR AT MANCKAKADAVU,28,1.5,6.3,73,1.5,0.12,298,1225,1,71.0433673
2338,2008,R KADAMBAYAR AT MANCKAKADAVU,NAN,29,3,6.1,80,2,0.13,268,1240,1,64.12487096
2352,2014,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,26.5,5.4,7.8,310,0.8,2.4,7,107,1,65.94836
2352,2013,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,26.8,6.1,7.7,328,1.2,1,3,211,1,64.0484713
2352,2012,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27,6,7.8,308,1.1,1.47,3,343,1,65.49749426
2352,2011,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.6,6.2,7.7,316,1.3,2.41,3,312,1,64.74965235
2352,2010,"VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",NAN,27.4,6.4,7.7,203,1.1,3.34,3,357,1,62.18514243
2352,2009,NAN,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",28,6.5,7.9,566,0.9,3.8,3,32,1,63.50454348
2352,2008,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",NAN,30,7.7,8.1,195,1.1,0.7,0,10,1,62.21106
2422,2014,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ODISHA,24.8,7.4,7.9,196,0.7,0.6,5323,15213,0,177.6050209
2422,2013,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,26.8,7.5,8,202,1.4,1.89,11771,23191,0,329.5674859
2422,2012,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,27,7.3,8,230,1.6,0.69,2346,4348,0,119.6320998
2422,2011,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,25.9,7.5,7.9,205,1.5,1,1615,3542,1,99.77181391
2422,2010,"PENTA U/S, JAYKAYPUR TOWN",NAN,29,7.6,7.9,191,1.4,0.13,1188,1985,1,88.45199096
2422,2009,NAN,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",28,7.3,8,225,1.3,0.5,1295,2175,1,93.23284783
2423,2014,"BUDHABALANGA, D/S OF BARIPADA TOWN",ODISHA,24.7,7.7,7.9,232,1.3,0.8,30790,40500,0,749.90408
2423,2013,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,23.4,7.5,7.8,237,1.4,0.89,8281,18918,0,247.8373259
2423,2012,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,22,7.8,7.9,213,1.5,0.35,7742,15083,0,236.148113
2423,2011,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.5,8,211,1.9,0.39,3005,6858,0,136.3784059
2423,2010,"BUDHABALANGA, D/S OF BARIPADA TOWN",NAN,24.5,7.5,7.9,237,1.8,0.45,1225,2425,1,93.46147391
2423,2009,NAN,"BUDHABALANGA, D/S OF BARIPADA TOWN",27,7.4,8,238,1.9,0.2,2950,5975,0,135.4182809
2424,2014,BUDHABALANGA AT BALASORE D/S,ODISHA,24.4,7.5,7.8,519,2.1,0.7,38700,53556,0,933.9386339
2424,2013,BUDHABALANGA AT BALASORE D/S,ORISSA,23.5,7.6,7.6,3688,2.3,2.66,19264,32918,0,498.762895
2424,2012,BUDHABALANGA AT BALASORE D/S,ORISSA,22,7.7,8.1,312,2,0.75,12675,32017,0,357.37248
2424,2011,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,22.3,7.2,8,263,3.7,0.63,6625,14725,0,235.5466788
2424,2010,BUDHABALANGA AT BALASORE D/S,NAN,24.8,7.4,7.7,865,1.9,0.3,1300,2675,1,93.17690087
2424,2009,NAN,BUDHABALANGA AT BALASORE D/S,27,7.2,7.7,835,2,0.7,1550,2750,0,100.6378948
2425,2014,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ODISHA,22.7,7.3,7.2,103,0.7,1.7,4871,13810,0,155.8322678
2425,2013,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,22.4,7.3,7.5,82,1.2,1.58,15816,17512,0,408.1369718
2425,2012,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,24,6.9,7.6,99,1.6,1.39,3066,5395,0,130.8637277
2425,2011,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,25,7,7.6,111,1.6,0.67,1081,2743,1,85.7916447
2425,2010,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",NAN,25.3,6.7,6.9,132,1.2,0.32,953,1823,1,68.44664557
2425,2009,NAN,"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",29,7.2,7.8,169,1.3,0.4,328,690,1,68.51253478
2426,2014,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ODISHA,25.3,7.5,7.9,194,1,1,2906,8559,0,124.9782339
2426,2013,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,25.6,7.2,7.8,201,1.3,1.59,29937,31034,0,729.7883468
2426,2012,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,26,7,8,199,1.8,1.11,1503,3573,0,104.1207967
2426,2011,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,25,7.4,8,207,1.5,0.53,1356,2872,1,96.02554487
2426,2010,MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),NAN,26.8,7.1,7.9,211,1.4,0.48,1065,2098,1,88.23726574
2426,2009,NAN,Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),28,7,8.1,240,1,0.4,785,1525,1,82.3261287
2427,2014,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ODISHA,27.1,7.4,7.9,170,0.8,0.9,4948,16709,0,170.5851609
2427,2013,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,26.5,7.3,8,221,1.2,2.26,16103,5289,0,420.6350158
2427,2012,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,28,7.2,8.1,201,1.6,0.36,1239,2324,1,96.86788278
2427,2011,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA,25.8,7.2,8,198,1.4,0.57,677,1850,1,80.87767078
2427,2010,GUNUPUR (INTERSTATE BOUNDRY),NAN,29,6.7,7.9,182,1.1,0.24,735,1510,1,80.03004157
2427,2009,NAN,Vansdhara GUNUPUR (INTERSTATE BOUNDRY),29,7.4,8.1,153,1.7,0.5,505,1105,1,80.31832087
2459,2010,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,29.9,5.6,7.5,15608,25,18.73,5,5,0,280.5092501
2459,2009,NAN,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN",30,6.1,7.3,11855,12.5,18.6,180,902,0,167.1954113
2460,2011,DAMANGANGA AT DISCHARGE POINT OF DISTILLERY,"DAMAN, DIU, DADRA NAGAR HAVELI",28.1,4.6,8,23576,158.8,6.88,35,46,0,1478.49062
2460,2009,NAN,"DAMANGANGA DISCHARGE POINT OF DISTILLERY, DAMAN",30,6.3,7.4,24506,136,16.9,158,698,0,1263.108817
2461,2009,NAN,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",30,5.9,7.5,25343,56.5,7.7,180,1800,0,562.1373852
2463,2009,NAN,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",30,6.2,7.4,368,8,3.2,265,1075,0,124.9750243
2464,2009,NAN,"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",30,6.7,7.7,354,4,2.6,137,947,1,89.39146957
2465,2009,NAN,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",33,6.8,8,374,21,1.5,180,1800,0,245.5282626
2466,2009,NAN,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",30,5.9,7.4,7173,12,58.1,7,607,0,168.3229452
2624,2014,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,23.9,7.7,7.7,354,1.3,0.3,12,22,1,57.26156
2624,2013,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.7,7.1,7.5,316,1.4,0,13,22,1,57.51598174
2624,2012,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20,7.3,7,310,1.4,0.38,13,22,1,47.94727183
2624,2011,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,22.3,8.2,7.7,316,1.2,0.48,11,20,1,53.97544922
2624,2010,MARKANDA U/S KALA AMB,NAN,22.1,7.8,8.2,410,1.2,0.1,16,32,1,64.63883304
2625,2014,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,24.5,7.6,7.9,344,1.6,0.4,12,22,1,63.88772696
2625,2013,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20.8,6.6,7.5,274,1.6,0,14,24,1,61.70511652
2625,2012,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20,7.1,7.7,303,1.5,0.34,13,23,1,61.93745374
2625,2011,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,22.8,8.3,7.6,304,1.2,0.51,12,20,1,51.78372626
2625,2010,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,NAN,22.33,6.7,8.12,396,1.53,0.15,10,29,1,71.33664957
2651,2014,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,25.1,6.6,7.8,95,4.9,0.2,16,36,1,96.17153652
2651,2013,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,26.7,6.9,7.7,121,3.3,1,77,163,1,80.36827565
2651,2012,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,29,6.9,7.7,99,3.3,0.56,53,123,1,79.73764365
2651,2011,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,28.2,7.1,7.9,108,3.3,0.42,65,137,1,82.49017774
2651,2010,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",NAN,28.7,6.8,7.9,119,3.5,0.58,286,517,1,90.70544661
2653,2014,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,6.8,7.7,85,5.2,0.3,11,23,1,96.03308261
2653,2013,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28,6.9,7.7,103,3.7,0.57,48,103,1,83.16639165
2653,2012,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA,27,6.6,7.7,220,3.6,0.65,25,77,1,83.25191652
2653,2011,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,7,8,129,3.5,0.49,40,105,1,85.9365207
2654,2014,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.8,6.7,7.8,80,4.9,0.3,12,29,1,95.61688957
2654,2013,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.2,6.9,7.6,104,3.5,0.75,37,79,1,79.44725565
2654,2012,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27,6.8,7.7,219,3.4,0.63,23,75,1,80.47054661
2654,2011,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.3,7,8,130,3.3,0.46,33,93,1,84.0030967
2670,2014,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,25,5.6,7.9,468,3.6,1.9,66,164,1,92.76058609
2670,2013,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20.7,6.3,8.3,408,2.7,1.58,64,157,1,88.24826139
2670,2012,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,23,6.4,8,493,4.2,3.91,17,68,1,95.25613843
2670,2011,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,28.4,5.9,7.6,462,4.9,2.47,23,63,1,96.75526122
2670,2010,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",NAN,32.1,5.5,8.1,363,8.4,2.15,16,69,0,138.103473
2671,2014,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,25.3,5.3,7.7,24062,9.9,1.2,156,304,0,153.572167
2671,2013,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,26,5.9,7.6,13768,5,1.79,166,300,0,103.6463972
2671,2012,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28,5.8,7.9,37227,9.5,1.42,231,451,0,155.7273682
2671,2011,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.2,5.9,7.8,33259,6.8,1.61,114,228,0,126.1395532
2671,2010,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",NAN,28.8,5.2,7.9,42354,9.5,1.1,126,253,0,157.3147939
2672,2014,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,25.1,6.7,7.6,83,4.8,0.2,28,76,1,91.60460957
2672,2013,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,26.5,7.3,7.7,86,3.2,1,50,93,1,76.93892783
2672,2012,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,29,6.9,7.7,84,3.1,0.42,69,168,1,78.29989165
2672,2011,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,28.9,7.2,7.9,77,3.2,0.42,164,282,1,83.33687078
2672,2010,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",NAN,28.7,6.9,7.4,73,3.5,0.27,482,659,1,85.83607165
2676,2013,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,27.3,6.3,8.3,999,3.3,1.78,4,112,1,92.39294139
2676,2012,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,28,6.9,7.9,312,2.7,1.58,4,107,1,77.05961965
2676,2011,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,27.9,6.8,7.8,350,2.6,1.99,2,72,1,74.95665461
2676,2010,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",NAN,28.5,7.4,8.1,254,2.2,0.15,3,75,1,73.37686087
2685,2014,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,27.2,5.8,7.3,384,5.4,0.6,37,78,1,96.38187217
2685,2013,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28.7,7.1,7.4,5300,38,1,388,667,0,389.4858617
2685,2012,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,29,5.6,6.9,432,4.5,1.72,58,173,1,83.14922209
2685,2011,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.1,6.9,609,4.2,3.1,65,135,1,78.5450513
2685,2010,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",NAN,27.1,6.1,7.3,515,5.1,2.02,82,212,1,93.6152673
2686,2014,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,27.3,5.9,7.4,269,5.1,1.2,34,60,1,95.00370522
2686,2013,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,127,3.2,1,22,51,1,75.06499478
2686,2012,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,29,6.5,7.3,126,3,0.59,132,284,1,73.85555548
2686,2011,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.8,7.4,129,3.2,0.86,51,133,1,74.14917061
2686,2010,"PATALGANGA AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",NAN,27.1,6.6,7.4,122,3.6,0.46,172,361,1,81.29614452
2687,2014,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,27,6,7.3,269,8.5,0.4,32,58,0,122.6813383
2687,2013,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7,7.6,126,3.3,1,20,63,1,76.8705887
2687,2012,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,30,7.1,7.5,128,3,0.6,136,297,1,74.53470174
2687,2011,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.7,7.4,130,3.2,0.75,45,124,1,74.47424957
2687,2010,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",NAN,27,6.5,7.3,131,3.8,0.79,108,261,1,80.44215548
2688,2014,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,27.2,6.1,7.3,196,6.1,0.5,30,63,0,100.9159713
2688,2013,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,126,3.4,1.89,29,64,1,77.16788678
2688,2012,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,30,6.4,7.3,129,3.1,0.6,68,191,1,73.78961043
2688,2011,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA,26.9,6.6,7.4,130,5,0.74,67,158,1,91.38064852
2688,2010,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",NAN,26.8,6.7,7.3,130,3.4,0.57,133,318,1,76.46070557
2689,2014,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,27,5.9,7.4,269,6.4,0.4,19,47,0,106.0195052
2689,2013,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28.7,7.1,7.8,112,3.2,0.63,43,88,1,79.41420574
2689,2012,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,29,6.9,7.7,129,2.9,0.55,135,268,1,78.04557565
2689,2011,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.7,7.5,120,3.6,0.73,85,226,1,80.65135357
2689,2010,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",NAN,26.8,6.6,7.4,95,3.7,0.53,147,217,1,81.60500052
2696,2014,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,22.6,6.3,7.8,223,4.6,0.9,15,32,1,95.10213739
2696,2012,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,25,7,7.9,153,2.9,0.55,30,86,1,78.6812287
2696,2011,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,26.2,7.1,7.9,139,3.2,0.45,74,147,1,81.81880174
2696,2010,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",NAN,26.4,6.8,7.7,143,3.6,0.43,38,109,1,82.52384661
2701,2013,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.3,6.8,7.4,174,3.7,2.26,4,124,1,77.81991061
2701,2012,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,30,6.9,7.7,307,2.8,3.6,4,123,1,74.87277565
2701,2011,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,26.4,6.7,7.7,274,2.3,2.04,5,88,1,71.10908157
2701,2010,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",NAN,22.3,7.1,7.4,185,2.2,0.63,4,80,1,62.77060574
2702,2013,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,28.7,6.8,7.6,2572,3.3,4.22,4,118,1,78.66307861
2702,2012,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,31,6.3,7.7,322,3.5,1.1,4,116,1,83.46545739
2702,2011,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,26.7,6.3,7.9,326,2.5,2.32,2,71,1,78.27233339
2702,2010,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",NAN,22,6.7,7.5,1439,2.5,1.47,4,113,1,69.53500557
2703,2013,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.2,6.7,7.8,6030,4.4,4.78,4,138,1,93.22873357
2703,2012,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,30,6.5,7.5,5835,3.4,1.72,4,126,1,79.48315948
2703,2011,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA,27.3,6.3,7.9,7392,2.4,6.41,4,71,1,79.79076539
2703,2010,"SAVITRI AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",NAN,22,6.6,7.5,185,2.4,0.3,6,113,1,68.66895652
2704,2013,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.7,6.8,7.7,7207,3.9,4.25,3,120,1,86.71422261
2704,2012,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,30,6.3,7.4,9245,4.7,2,4,134,1,91.02399739
2704,2011,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,27.4,6.3,7.7,12051,4.4,5.37,4,102,1,94.84989339
2704,2010,"SAVITRI AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",NAN,22,6.7,7.8,3521,2.4,1.02,3,90,1,74.20012557
2706,2014,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.1,6.8,7.9,5390,4.9,0.8,15,28,1,98.20448261
2706,2013,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.2,6.8,8.1,167,3.8,1,32,85,1,91.21782261
2706,2012,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,28,6.5,8.1,1907,4,0.55,46,115,1,95.04172348
2706,2011,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.6,7,8.3,162,3.8,0.48,44,90,1,93.8905127
2706,2010,"SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",NAN,28.2,7.1,7.7,193,3.1,0.53,41,92,1,76.74782574
2707,2014,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.6,6.6,8.1,161,4.6,0.3,16,32,1,98.75725652
2707,2013,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.2,6.8,8,173,3.5,1,53,98,1,87.29450261
2707,2012,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,28,7,8,1896,3.5,0.64,190,245,1,89.7005807
2707,2011,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.5,7,8.3,212,3.6,0.44,47,90,1,92.1895407
2707,2010,"SURYA AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",NAN,28.2,7.1,7.9,175,3.1,0.47,31,86,1,79.98173774
2708,2014,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.3,6.7,8,138,5,0.3,14,33,0,100.0319296
2708,2013,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.2,7,8,168,3.6,1,44,83,1,87.0142287
2708,2012,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,28,7,8,206,2.9,0.56,31,74,1,80.4503167
2708,2011,"SURYA AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA,27.5,7.1,8.3,227,3.2,0.48,67,124,1,88.62830574
